age,gender,education,employment_type,years_employed,annual_income,loan_amount,loan_term_months,interest_rate,credit_score,existing_loans,monthly_emi,emi_to_income,loan_to_income,loan_purpose,default
28,Female,High School,Unemployed,0.0,150000.0,434060,60,22.92,560.0,1,12216.41,0.9773,2.8937,Home,0
26,Female,Bachelor,Salaried,0.0,150000.0,659058,48,20.95,691.0,0,20390.47,1.6312,4.3937,Business,1
34,Female,Bachelor,Business,6.0,150000.0,302492,24,23.47,610.0,1,15913.18,1.2731,2.0166,Vehicle,0
52,Female,PhD,Unemployed,0.0,150000.0,506233,84,9.23,627.0,0,8204.04,0.6563,3.3749,Personal,0
55,Female,Bachelor,Unemployed,11.0,150000.0,128585,60,12.36,725.0,2,2883.75,0.2307,0.8572,Home,0
30,Female,Bachelor,Salaried,9.0,150000.0,127474,36,20.55,648.0,0,4773.19,0.3819,0.8498,Education,0
23,Male,Bachelor,Business,5.0,150000.0,644387,48,18.61,606.0,1,19134.89,1.5308,4.2959,Business,0
32,Female,Master,Salaried,2.0,150000.0,627404,12,20.1,767.0,0,58149.29,4.6519,4.1827,Home,0
51,Male,Bachelor,Salaried,3.0,150000.0,317523,36,21.9,870.0,2,12109.93,0.9688,2.1168,Personal,0
49,Female,Bachelor,Salaried,0.0,150000.0,531309,60,11.99,723.0,0,11815.99,0.9453,3.5421,Business,0
25,Male,Bachelor,Salaried,12.0,254605.0,1077089,48,23.54,699.0,3,34841.73,1.6422,4.2304,Education,0
45,Male,Master,Self-Employed,7.0,150000.0,172101,48,20.03,802.0,3,5239.85,0.4192,1.1473,Home,0
61,Male,High School,Salaried,6.0,150000.0,739697,24,23.14,575.0,1,38791.81,3.1033,4.9313,Business,0
51,Female,High School,Unemployed,14.0,150000.0,672949,120,9.3,770.0,2,8634.28,0.6907,4.4863,Business,1
41,Male,Bachelor,Self-Employed,3.0,284558.0,1027004,36,16.71,759.0,0,36467.44,1.5379,3.6091,Home,0
40,Male,Bachelor,Business,6.0,150000.0,441679,24,20.97,581.0,2,22689.46,1.8152,2.9445,Home,1
59,Male,High School,Business,4.0,150000.0,679075,120,8.97,698.0,1,8591.21,0.6873,4.5272,Home,0
42,Male,High School,Self-Employed,15.0,150000.0,574049,12,15.51,648.0,0,51950.94,4.1561,3.827,Personal,1
24,Male,Bachelor,Salaried,5.0,150000.0,469683,36,20.66,613.0,0,17613.45,1.4091,3.1312,Education,0
33,Male,Bachelor,Salaried,7.0,150000.0,676822,48,8.32,486.0,0,16625.06,1.33,4.5121,Business,0
62,Male,Master,Salaried,13.0,261163.0,378108,60,19.34,734.0,2,9879.2,0.4539,1.4478,Education,0
40,Male,High School,Salaried,11.0,150000.0,239952,12,23.48,600.0,2,22629.42,1.8104,1.5997,Business,0
33,Male,Master,Salaried,0.0,150000.0,702825,24,8.43,673.0,1,31924.88,2.554,4.6855,Personal,0
37,Male,Bachelor,Self-Employed,5.0,150000.0,120290,24,22.65,711.0,0,6279.1,0.5023,0.8019,Education,0
56,Female,High School,Salaried,6.0,249868.0,176835,84,14.42,712.0,1,3355.05,0.1611,0.7077,Medical,0
53,Male,Bachelor,Salaried,7.0,150000.0,609560,12,7.9,738.0,1,52996.49,4.2397,4.0637,Home,1
21,Male,Bachelor,Salaried,8.0,195369.0,461654,36,13.24,653.0,1,15608.37,0.9587,2.363,Vehicle,0
35,Male,High School,Salaried,3.0,150000.0,693472,12,12.52,766.0,0,61782.97,4.9426,4.6231,Business,0
33,Male,Bachelor,Self-Employed,13.0,150000.0,277965,36,11.61,,1,9180.72,0.7345,1.8531,Home,0
37,Male,Master,Self-Employed,8.0,150000.0,268881,12,21.17,,1,25058.47,2.0047,1.7925,Home,0
44,Male,High School,Unemployed,9.0,150000.0,721121,84,14.96,752.0,2,13899.12,1.1119,4.8075,Home,1
28,Female,High School,Salaried,12.0,180606.0,540365,84,12.58,542.0,1,9707.34,0.645,2.992,Home,0
47,Female,High School,Salaried,8.0,152028.0,495868,12,12.62,737.0,3,44201.22,3.4889,3.2617,Vehicle,1
43,Male,Master,Salaried,6.0,150000.0,681202,48,23.87,609.0,1,22159.51,1.7728,4.5413,Medical,0
28,Female,High School,Business,,150000.0,332053,36,17.71,582.0,2,11956.26,0.9565,2.2137,Vehicle,1
28,Male,Master,Salaried,6.0,150000.0,242306,12,8.19,,1,21099.11,1.6879,1.6154,Business,0
46,Female,Bachelor,Salaried,6.0,150000.0,460473,24,22.15,608.0,2,23922.61,1.9138,3.0698,Home,0
33,Male,Master,Salaried,0.0,150000.0,351764,24,19.49,570.0,0,17815.79,1.4253,2.3451,Education,1
59,Female,Bachelor,Salaried,4.0,150000.0,185423,84,10.99,597.0,0,3173.92,0.2539,1.2362,Home,0
57,Male,Bachelor,Salaried,2.0,150000.0,155055,36,9.37,567.0,0,4957.45,0.3966,1.0337,Business,1
48,Female,Master,Self-Employed,0.0,150000.0,564684,12,13.72,581.0,1,50626.98,4.0502,3.7646,Medical,1
45,Male,Bachelor,Self-Employed,7.0,150000.0,98087,36,10.93,900.0,0,3207.99,0.2566,0.6539,Education,0
36,Male,Bachelor,Salaried,8.0,150000.0,431091,12,19.08,705.0,1,39744.33,3.1795,2.8739,Education,0
22,Female,Bachelor,Salaried,3.0,150000.0,297512,48,10.38,578.0,1,7600.08,0.608,1.9834,Education,0
38,Male,Bachelor,Salaried,5.0,150000.0,176863,60,16.14,,1,4314.13,0.3451,1.1791,Home,0
37,Female,Bachelor,Self-Employed,9.0,150000.0,676200,24,18.01,592.0,0,33761.95,2.701,4.508,Business,1
50,Female,Bachelor,Business,5.0,150000.0,574865,84,18.54,636.0,2,12265.05,0.9812,3.8324,Personal,0
59,Male,Bachelor,Business,6.0,150000.0,596841,36,20.13,673.0,3,22220.3,1.7776,3.9789,Home,1
33,Male,PhD,Salaried,6.0,150000.0,369224,24,15.8,731.0,1,18043.09,1.4434,2.4615,Education,0
52,Male,Bachelor,Self-Employed,9.0,,512634,12,10.98,696.0,1,45302.66,3.6242,3.4176,Personal,0
49,Female,High School,Unemployed,6.0,150000.0,136116,24,13.1,649.0,0,6477.6,0.5182,0.9074,Home,0
50,Male,Bachelor,Self-Employed,5.0,150000.0,169011,12,13.77,745.0,3,15156.73,1.2125,1.1267,Business,0
38,Female,High School,Salaried,5.0,317836.0,620276,36,18.84,749.0,0,22686.7,0.8565,1.9516,Home,0
33,Female,High School,Self-Employed,3.0,150000.0,383998,84,17.83,541.0,2,8032.59,0.6426,2.56,Business,0
63,Male,Bachelor,Self-Employed,9.0,150000.0,138327,84,15.67,720.0,0,2721.52,0.2177,0.9222,Business,0
41,Female,Bachelor,Salaried,9.0,150000.0,456357,60,15.31,584.0,3,10931.1,0.8745,3.0424,Medical,0
50,Female,PhD,Salaried,6.0,150000.0,236866,48,8.49,633.0,2,5837.23,0.467,1.5791,Vehicle,0
41,Male,PhD,Self-Employed,10.0,150000.0,597826,48,18.88,726.0,0,17837.23,1.427,3.9855,Vehicle,0
37,Male,High School,Business,7.0,150000.0,75316,24,20.77,680.0,2,3861.66,0.3089,0.5021,Vehicle,0
60,Female,Bachelor,Unemployed,8.0,150000.0,659602,36,22.16,727.0,0,25245.13,2.0196,4.3973,Vehicle,0
39,Male,Master,Salaried,4.0,150000.0,569490,36,7.84,661.0,0,17803.74,1.4243,3.7966,Medical,0
35,Male,High School,Self-Employed,11.0,247361.0,731638,84,21.93,534.0,2,17107.7,0.8299,2.9578,Home,1
29,Male,Master,Salaried,7.0,150000.0,572835,48,21.95,564.0,3,18032.24,1.4426,3.8189,Vehicle,1
30,Female,Master,Unemployed,8.0,150000.0,321091,12,18.44,671.0,0,29504.9,2.3604,2.1406,Vehicle,0
64,Female,Bachelor,Salaried,7.0,150000.0,184745,120,12.1,747.0,0,2661.24,0.2129,1.2316,Medical,0
51,Female,Bachelor,Salaried,7.0,150000.0,81150,48,22.23,588.0,3,2566.86,0.2053,0.541,Business,1
43,Male,Master,Salaried,8.0,150000.0,445274,84,13.23,652.0,3,8156.19,0.6525,2.9685,Personal,1
50,Female,Master,Self-Employed,0.0,150000.0,272061,24,17.09,699.0,2,13463.08,1.077,1.8137,Home,0
53,Female,Bachelor,Salaried,8.0,150000.0,218565,48,14.78,729.0,1,6058.48,0.4847,1.4571,Personal,0
29,Male,Bachelor,Self-Employed,4.0,150000.0,660231,120,22.12,,1,13700.75,1.0961,4.4015,Business,0
21,Male,Master,Salaried,6.0,237147.0,892444,12,11.76,687.0,0,79192.4,4.0073,3.7633,Vehicle,0
64,Female,Bachelor,Salaried,4.0,185905.0,921306,84,12.96,647.0,3,16740.34,1.0806,4.9558,Education,0
55,Female,High School,Salaried,10.0,150000.0,521556,24,14.23,562.0,1,25098.11,2.0078,3.477,Education,1
31,Female,Bachelor,Salaried,3.0,150000.0,679372,12,21.6,716.0,3,63454.69,5.0764,4.5291,Business,0
54,Female,PhD,Salaried,5.0,150000.0,154876,60,12.75,692.0,3,3504.12,0.2803,1.0325,Home,1
36,Female,Master,Self-Employed,4.0,150000.0,562864,24,12.26,735.0,1,26564.36,2.1251,3.7524,Home,1
29,Male,Bachelor,Salaried,4.0,150000.0,133201,12,20.64,816.0,0,12379.85,0.9904,0.888,Business,0
52,Female,Bachelor,Salaried,4.0,150000.0,138835,48,13.9,674.0,1,3786.91,0.303,0.9256,Home,0
35,Female,Bachelor,Salaried,2.0,173692.0,757342,60,18.47,597.0,1,19425.67,1.3421,4.3603,Business,0
32,Female,Master,Salaried,4.0,150000.0,318057,12,21.95,694.0,1,29760.69,2.3809,2.1204,Business,1
53,Male,Bachelor,Salaried,7.0,150000.0,288591,84,11.22,755.0,1,4974.83,0.398,1.9239,Vehicle,0
34,Female,Master,Unemployed,3.0,150000.0,199053,48,15.16,655.0,1,5555.95,0.4445,1.327,Business,0
28,Female,Bachelor,Salaried,7.0,150000.0,402336,60,15.53,659.0,0,9683.84,0.7747,2.6822,Home,0
28,Male,Master,Self-Employed,9.0,150000.0,212418,36,16.88,769.0,0,7560.6,0.6048,1.4161,Personal,0
47,Male,Master,Self-Employed,,150000.0,438047,36,22.65,837.0,4,16876.87,1.3501,2.9203,Home,0
32,Female,Bachelor,Salaried,2.0,150000.0,520795,60,23.68,657.0,0,14885.64,1.1909,3.472,Business,0
21,Male,High School,Self-Employed,0.0,220403.0,759751,120,20.72,611.0,0,15047.12,0.8193,3.4471,Business,0
63,Female,High School,Salaried,,150000.0,321138,12,7.99,669.0,4,27933.81,2.2347,2.1409,Vehicle,1
60,Female,Master,Salaried,13.0,150000.0,550225,12,9.43,747.0,1,48227.77,3.8582,3.6682,Vehicle,0
62,Male,Bachelor,Self-Employed,12.0,150000.0,254606,120,9.44,783.0,2,3286.18,0.2629,1.6974,Personal,0
31,Female,Bachelor,Self-Employed,8.0,150000.0,620184,24,16.27,724.0,0,30446.21,2.4357,4.1346,Business,1
59,Female,Bachelor,Business,8.0,150000.0,75077,12,8.21,635.0,1,6538.12,0.523,0.5005,Education,0
63,Male,Bachelor,Self-Employed,6.0,150000.0,727431,12,15.94,634.0,1,65979.79,5.2784,4.8495,Business,1
51,Male,Bachelor,Salaried,6.0,150000.0,367661,36,19.91,737.0,0,13646.75,1.0917,2.4511,Home,0
37,Female,High School,Self-Employed,4.0,150000.0,300447,36,12.48,654.0,0,10048.16,0.8039,2.003,Education,0
53,Male,PhD,Self-Employed,3.0,150000.0,496525,12,15.25,649.0,1,44874.1,3.5899,3.3102,Business,1
52,Male,Bachelor,Self-Employed,0.0,150000.0,668390,48,9.09,518.0,2,16661.49,1.3329,4.4559,Medical,0
49,Male,Bachelor,Business,9.0,150000.0,312985,36,8.64,673.0,1,9900.48,0.792,2.0866,Personal,0
41,Male,Bachelor,Business,9.0,150000.0,122278,84,16.31,,3,2450.33,0.196,0.8152,Education,0
41,Male,High School,Salaried,5.0,150000.0,313837,84,7.7,842.0,4,4844.76,0.3876,2.0922,Personal,0
60,Female,Bachelor,Salaried,12.0,150000.0,78433,84,19.11,591.0,1,1699.91,0.136,0.5229,Vehicle,0
43,Female,High School,Self-Employed,15.0,150000.0,199903,12,9.84,734.0,1,17559.78,1.4048,1.3327,Education,1
26,Male,Master,Self-Employed,1.0,162755.0,119467,120,22.26,756.0,1,2490.53,0.1836,0.734,Vehicle,0
42,Male,Bachelor,Self-Employed,9.0,150000.0,336620,36,21.53,,3,12773.97,1.0219,2.2441,Business,0
58,Female,Bachelor,Salaried,6.0,150000.0,115330,12,11.24,817.0,0,10205.97,0.8165,0.7689,Vehicle,0
57,Male,Bachelor,Salaried,13.0,231609.0,1141292,60,11.38,740.0,0,25031.29,1.2969,4.9277,Home,0
28,Female,Master,Salaried,4.0,150000.0,602793,36,8.11,730.0,2,18919.95,1.5136,4.0186,Home,1
61,Female,High School,Self-Employed,11.0,150000.0,358184,12,23.73,635.0,1,33822.95,2.7058,2.3879,Vehicle,0
55,Female,PhD,Salaried,9.0,150000.0,608534,36,8.41,704.0,2,19184.55,1.5348,4.0569,Education,0
31,Male,Bachelor,Self-Employed,11.0,150000.0,356719,48,15.41,604.0,1,10002.05,0.8002,2.3781,Personal,0
44,Male,High School,Unemployed,4.0,179907.0,613818,120,21.51,604.0,2,12483.28,0.8326,3.4119,Home,1
41,Male,Bachelor,Salaried,5.0,150000.0,629523,60,10.14,712.0,1,13418.91,1.0735,4.1968,Vehicle,0
22,Male,Bachelor,Salaried,9.0,333944.0,1195456,12,20.22,743.0,0,110866.39,3.9839,3.5798,Vehicle,0
60,Male,Master,Salaried,11.0,150000.0,132044,60,10.29,688.0,1,2824.42,0.226,0.8803,Home,0
39,Female,Bachelor,Salaried,7.0,150000.0,104352,12,12.53,753.0,1,9297.44,0.7438,0.6957,Home,1
59,Female,Bachelor,Salaried,0.0,,670387,60,11.72,631.0,4,14817.71,0.8128,3.0646,Business,1
48,Female,High School,Salaried,11.0,150000.0,207589,60,8.28,790.0,0,4237.03,0.339,1.3839,Home,0
37,Female,High School,Salaried,12.0,150000.0,739262,120,9.53,770.0,1,9578.02,0.7662,4.9284,Home,0
26,Male,Bachelor,Salaried,4.0,150000.0,85998,24,18.64,762.0,0,4320.01,0.3456,0.5733,Home,0
39,Female,Bachelor,Self-Employed,10.0,192753.0,745639,12,8.92,615.0,1,65179.57,4.0578,3.8684,Business,0
58,Male,High School,Business,8.0,168838.0,116666,120,23.6,711.0,0,2539.8,0.1805,0.691,Business,0
48,Male,High School,Salaried,3.0,150000.0,487338,36,11.8,858.0,2,16140.08,1.2912,3.2489,Medical,0
22,Female,Bachelor,Business,10.0,214787.0,513383,36,9.31,524.0,3,16399.61,0.9162,2.3902,Vehicle,1
58,Female,Bachelor,Salaried,6.0,224281.0,750826,36,13.64,,1,25530.37,1.366,3.3477,Home,0
57,Female,Master,Salaried,1.0,150000.0,589321,60,12.06,730.0,0,13127.0,1.0502,3.9288,Education,0
24,Male,High School,Self-Employed,10.0,150000.0,97410,48,8.79,623.0,1,2414.35,0.1931,0.6494,Vehicle,0
42,Male,Bachelor,Salaried,15.0,150000.0,426850,36,18.33,640.0,0,15502.4,1.2402,2.8457,Home,0
46,Male,Bachelor,Salaried,0.0,161577.0,765960,84,20.33,644.0,0,17161.59,1.2746,4.7405,Business,1
63,Male,Master,Salaried,8.0,150000.0,222003,60,7.54,612.0,2,4452.71,0.3562,1.48,Home,0
56,Male,Bachelor,Business,8.0,150117.0,127390,84,16.94,724.0,0,2598.9,0.2077,0.8486,Home,0
33,Female,High School,Salaried,2.0,150000.0,595401,84,18.15,573.0,3,12566.44,1.0053,3.9693,Home,1
52,Female,Bachelor,Self-Employed,11.0,150000.0,575473,36,23.73,595.0,1,22495.95,1.7997,3.8365,Home,1
37,Male,Bachelor,Self-Employed,2.0,150000.0,338354,24,18.39,622.0,0,16955.85,1.3565,2.2557,Home,1
61,Female,Bachelor,Salaried,7.0,150000.0,635416,60,12.43,801.0,0,14272.94,1.1418,4.2361,Home,0
56,Male,High School,Salaried,4.0,150000.0,442133,120,18.55,801.0,4,8123.8,0.6499,2.9476,Business,1
39,Female,Bachelor,Salaried,2.0,150000.0,395868,12,12.07,692.0,1,35185.36,2.8148,2.6391,Business,0
55,Male,Bachelor,Salaried,8.0,150000.0,629752,60,9.8,822.0,1,13318.48,1.0655,4.1983,Education,0
60,Female,High School,Salaried,4.0,150000.0,141244,84,19.73,675.0,3,3113.57,0.2491,0.9416,Home,1
48,Female,Bachelor,Salaried,12.0,311525.0,469639,24,15.48,817.0,0,22878.47,0.8813,1.5075,Business,0
21,Female,Bachelor,Salaried,7.0,150000.0,374791,12,23.21,722.0,0,35296.95,2.8238,2.4986,Home,0
62,Male,Master,Salaried,10.0,165052.0,145980,36,8.53,698.0,2,4610.26,0.3352,0.8844,Education,0
38,Female,High School,Salaried,10.0,150000.0,747213,60,15.41,623.0,3,17937.36,1.435,4.9814,Vehicle,1
60,Male,Master,Salaried,11.0,150000.0,286633,24,11.64,,2,13444.67,1.0756,1.9109,Vehicle,0
53,Male,High School,Business,5.0,153196.0,729956,12,15.83,645.0,1,66170.83,5.1832,4.7649,Education,1
32,Male,High School,Salaried,6.0,150000.0,395254,84,8.2,602.0,0,6199.97,0.496,2.635,Vehicle,0
28,Female,Master,Self-Employed,3.0,150000.0,699050,48,8.17,615.0,1,17121.69,1.3697,4.6603,Business,1
44,Female,Master,Business,7.0,150000.0,371989,60,16.35,698.0,1,9115.37,0.7292,2.4799,Home,0
36,Male,High School,Salaried,3.0,150000.0,624939,84,13.33,594.0,2,11481.29,0.9185,4.1663,Education,0
24,Male,Master,Salaried,11.0,162823.0,631744,60,7.88,737.0,1,12773.24,0.9414,3.8799,Business,0
58,Female,High School,Salaried,3.0,150000.0,714154,84,17.54,646.0,2,14818.04,1.1854,4.761,Home,0
64,Male,Bachelor,Business,5.0,150000.0,505279,36,14.82,670.0,1,17471.16,1.3977,3.3685,Education,0
47,Male,High School,Self-Employed,9.0,150000.0,228282,48,23.62,734.0,0,7394.54,0.5916,1.5219,Home,0
29,Male,Bachelor,Salaried,9.0,150000.0,440783,36,21.24,558.0,2,16660.89,1.3329,2.9386,Home,0
36,Female,Bachelor,Self-Employed,2.0,150000.0,173465,48,19.55,457.0,1,5237.1,0.419,1.1564,Education,0
32,Male,Bachelor,Self-Employed,4.0,150000.0,301037,120,15.41,606.0,0,4932.64,0.3946,2.0069,Home,0
51,Female,Bachelor,Salaried,5.0,150000.0,607701,120,15.5,750.0,2,9991.24,0.7993,4.0513,Business,0
44,Male,Bachelor,Self-Employed,6.0,150000.0,84428,12,23.01,732.0,3,7943.08,0.6354,0.5629,Education,0
34,Male,PhD,Self-Employed,7.0,150000.0,494083,12,19.57,574.0,2,45667.51,3.6534,3.2939,Education,1
45,Male,High School,Salaried,10.0,164213.0,594194,84,8.99,619.0,1,9557.02,0.6984,3.6184,Medical,0
54,Male,High School,Business,6.0,150000.0,682358,60,14.69,688.0,0,16122.43,1.2898,4.5491,Vehicle,1
23,Male,Bachelor,Salaried,,150000.0,585614,60,14.4,656.0,0,13747.96,1.0998,3.9041,Business,0
44,Male,High School,Self-Employed,3.0,150000.0,346905,84,9.35,724.0,2,5643.2,0.4515,2.3127,Personal,0
62,Female,Bachelor,Salaried,13.0,150000.0,591765,12,21.45,718.0,1,55229.36,4.4183,3.9451,Education,0
29,Male,Bachelor,Business,8.0,276519.0,916564,48,12.15,802.0,1,24204.2,1.0504,3.3147,Vehicle,0
46,Female,Bachelor,Self-Employed,5.0,150000.0,471056,120,13.67,767.0,0,7220.74,0.5777,3.1404,Education,0
40,Female,Master,Self-Employed,11.0,150000.0,124776,36,23.67,697.0,1,4873.72,0.3899,0.8318,Home,0
60,Female,High School,Unemployed,8.0,204522.0,598957,12,18.75,692.0,4,55126.39,3.2345,2.9286,Home,0
30,Female,High School,Salaried,7.0,150000.0,660290,12,20.8,760.0,1,61418.73,4.9135,4.4019,Home,0
39,Female,High School,Salaried,7.0,150000.0,369874,24,9.24,835.0,1,16938.36,1.3551,2.4658,Personal,0
23,Male,High School,Salaried,11.0,150000.0,550306,60,16.41,,2,13502.55,1.0802,3.6687,Home,1
44,Female,Bachelor,Salaried,13.0,150000.0,685023,48,19.31,663.0,2,20594.5,1.6476,4.5668,Personal,1
25,Female,Bachelor,Salaried,10.0,150000.0,435564,36,20.92,,0,16392.02,1.3114,2.9038,Home,0
23,Female,Bachelor,Self-Employed,7.0,150000.0,134483,24,22.1,774.0,3,6983.37,0.5587,0.8966,Vehicle,0
47,Female,Master,Self-Employed,12.0,150000.0,111618,24,8.98,738.0,1,5098.22,0.4079,0.7441,Personal,0
36,Female,High School,Salaried,5.0,150000.0,613450,84,19.7,615.0,0,13511.8,1.0809,4.0897,Education,1
35,Male,High School,Business,3.0,150000.0,97074,12,9.12,724.0,2,8494.67,0.6796,0.6472,Home,0
55,Female,PhD,Self-Employed,10.0,150000.0,749269,60,14.17,617.0,1,17500.29,1.4,4.9951,Home,0
32,Male,High School,Business,12.0,163379.0,175434,12,14.86,696.0,1,15822.79,1.1622,1.0738,Medical,0
61,Male,PhD,Business,6.0,150000.0,598218,24,12.23,799.0,1,28224.5,2.258,3.9881,Education,0
64,Female,Master,Salaried,13.0,169285.0,745653,24,21.74,726.0,2,38587.43,2.7353,4.4047,Personal,1
46,Male,Master,Self-Employed,1.0,,281839,120,17.17,791.0,1,4928.7,0.3943,1.8789,Education,0
54,Male,Bachelor,Salaried,6.0,150000.0,440595,36,9.82,796.0,0,14179.56,1.1344,2.9373,Personal,0
43,Female,High School,Business,3.0,150000.0,717853,12,13.65,602.0,1,64335.79,5.1469,4.7857,Home,1
51,Female,Bachelor,Self-Employed,3.0,150000.0,719729,12,8.8,825.0,4,62874.63,5.03,4.7982,Education,0
40,Female,Bachelor,Salaried,6.0,222464.0,1042355,120,15.66,599.0,0,17240.6,0.93,4.6855,Education,1
32,Male,High School,Business,13.0,150000.0,260562,48,13.35,511.0,0,7035.57,0.5628,1.7371,Medical,1
43,Female,Master,Self-Employed,12.0,150000.0,115191,36,12.81,661.0,0,3870.71,0.3097,0.7679,Vehicle,0
24,Male,High School,Business,12.0,150000.0,144383,60,21.41,564.0,1,3939.42,0.3152,0.9626,Home,1
43,Female,Bachelor,Salaried,8.0,150000.0,170766,12,21.52,657.0,1,15943.32,1.2755,1.1384,Personal,0
21,Male,Master,Business,5.0,150000.0,528382,12,18.71,723.0,0,48620.78,3.8897,3.5225,Medical,0
45,Male,High School,Self-Employed,8.0,150000.0,616645,60,22.67,833.0,3,17266.8,1.3813,4.111,Education,1
22,Female,High School,Self-Employed,1.0,277982.0,201944,36,18.3,607.0,0,7331.19,0.3165,0.7265,Business,0
50,Female,High School,Business,,150000.0,676023,12,17.71,608.0,0,61884.52,4.9508,4.5068,Home,1
23,Male,High School,Self-Employed,0.0,150000.0,579429,60,9.05,712.0,0,12042.06,0.9634,3.8629,Education,1
41,Male,High School,Self-Employed,6.0,150000.0,432942,120,7.67,631.0,0,5177.59,0.4142,2.8863,Vehicle,0
45,Male,High School,Salaried,6.0,150000.0,743223,48,10.96,712.0,2,19194.55,1.5356,4.9548,Personal,1
40,Male,High School,Business,10.0,150000.0,254000,120,20.48,872.0,1,4989.8,0.3992,1.6933,Home,0
42,Female,Master,Self-Employed,8.0,150000.0,222155,12,22.83,528.0,2,20881.3,1.6705,1.481,Education,1
41,Male,Master,Business,9.0,198067.0,397443,60,11.29,711.0,1,8698.97,0.527,2.0066,Vehicle,1
53,Male,Bachelor,Salaried,0.0,150000.0,430401,24,10.28,583.0,1,19916.49,1.5933,2.8693,Business,0
58,Male,High School,Salaried,6.0,150000.0,336115,12,21.29,623.0,0,31343.74,2.5075,2.2408,Home,0
35,Male,High School,Salaried,4.0,150000.0,634913,48,13.76,689.0,0,17273.59,1.3819,4.2328,Home,0
35,Female,Bachelor,Self-Employed,7.0,150000.0,678781,60,23.64,680.0,1,19385.57,1.5508,4.5252,Home,1
45,Female,Bachelor,Salaried,6.0,187768.0,910675,120,23.35,,0,19667.41,1.2569,4.85,Home,0
41,Male,PhD,Salaried,7.0,183516.0,767487,60,13.02,717.0,1,17470.55,1.1424,4.1821,Vehicle,1
44,Male,High School,Self-Employed,2.0,276094.0,893579,12,16.74,629.0,3,81388.44,3.5374,3.2365,Home,1
25,Female,Master,Salaried,7.0,150000.0,489190,24,18.72,809.0,0,24592.89,1.9674,3.2613,Vehicle,0
26,Male,Bachelor,Business,13.0,,200881,60,18.06,598.0,2,5107.62,0.4086,1.3392,Business,0
63,Male,Master,Salaried,15.0,150000.0,252668,60,23.59,690.0,0,7208.74,0.5767,1.6845,Education,1
64,Male,Bachelor,Unemployed,12.0,150000.0,748150,120,13.43,768.0,0,11361.23,0.9089,4.9877,Business,0
43,Male,Bachelor,Salaried,0.0,175561.0,294212,24,19.48,607.0,1,14899.52,1.0184,1.6758,Business,1
24,Male,Bachelor,Salaried,5.0,150000.0,390139,48,17.09,648.0,0,11275.65,0.9021,2.6009,Vehicle,0
47,Female,Master,Salaried,5.0,150000.0,335084,12,16.09,668.0,0,30416.73,2.4333,2.2339,Home,0
38,Female,High School,Self-Employed,7.0,150000.0,539574,84,9.95,654.0,0,8943.63,0.7155,3.5972,Business,0
41,Female,High School,Salaried,12.0,604032.0,1213944,12,19.93,638.0,1,112412.44,2.2332,2.0097,Education,0
48,Male,Bachelor,Salaried,6.0,150000.0,535991,12,14.06,721.0,0,48140.22,3.8512,3.5733,Vehicle,0
55,Female,High School,Business,3.0,174540.0,841912,36,9.63,682.0,0,27020.12,1.8577,4.8236,Vehicle,0
42,Female,Bachelor,Salaried,11.0,150000.0,245361,12,7.69,658.0,2,21308.42,1.7047,1.6357,Vehicle,0
60,Female,PhD,Self-Employed,8.0,150000.0,325207,84,9.95,589.0,0,5390.42,0.4312,2.168,Personal,0
43,Male,Bachelor,Self-Employed,10.0,,391268,24,18.89,,2,19702.37,1.2326,2.0398,Education,0
23,Female,Bachelor,Salaried,11.0,150000.0,277741,12,19.85,772.0,2,25708.47,2.0567,1.8516,Personal,0
60,Male,Bachelor,Self-Employed,5.0,150000.0,257442,84,8.26,665.0,3,4045.98,0.3237,1.7163,Home,0
30,Female,Master,Self-Employed,2.0,150000.0,500278,48,10.05,588.0,0,12700.36,1.016,3.3352,Home,0
45,Male,Master,Salaried,7.0,150000.0,444974,36,23.99,760.0,3,17455.26,1.3964,2.9665,Personal,0
28,Female,Bachelor,Salaried,5.0,150000.0,418349,24,14.33,496.0,1,20151.42,1.6121,2.789,Home,1
31,Female,Bachelor,Business,7.0,150000.0,615396,24,22.27,899.0,1,32007.72,2.5606,4.1026,Vehicle,0
25,Male,Bachelor,Salaried,12.0,150000.0,173907,48,14.21,746.0,2,4770.61,0.3816,1.1594,Home,0
57,Male,Bachelor,Salaried,7.0,150000.0,189564,12,16.23,562.0,0,17219.94,1.3776,1.2638,Business,1
58,Male,Bachelor,Self-Employed,14.0,493570.0,1386326,84,21.95,614.0,0,32433.2,0.7885,2.8088,Home,0
49,Male,Bachelor,Salaried,8.0,150000.0,313765,36,23.83,702.0,0,12281.91,0.9826,2.0918,Home,0
25,Male,Bachelor,Business,5.0,150000.0,192307,84,8.67,673.0,1,3061.93,0.245,1.282,Home,0
29,Male,Bachelor,Salaried,1.0,384311.0,1386535,120,17.93,750.0,2,24920.86,0.7781,3.6078,Education,1
22,Male,High School,Salaried,7.0,239467.0,654304,36,15.23,771.0,2,22755.43,1.1403,2.7323,Personal,0
21,Female,PhD,Self-Employed,3.0,150000.0,211510,120,16.4,608.0,3,3595.97,0.2877,1.4101,Personal,0
60,Male,Bachelor,Salaried,9.0,150000.0,253473,36,10.83,662.0,1,8277.99,0.6622,1.6898,Home,0
